2011-04-04_15-14-52_996	3.89114782651	6.89977338786	2.38868745214	306.423611753	35.7374506812	-57.6663969282	35.1512468247	12	9	5
2011-04-04_15-16-24_729	-2.15392241817	4.36761817901	-5.84477857359	16.9394108686	1.52393385362	14.6189078401	59.4999374094	29	29	16
2011-04-04_15-18-13_134	3.17766652829	-3.82847452125	23.728347293	-11.0782527276	40.7884871555	-67.3627701649	22.3563423173	14	9	0
2011-04-04_15-17-59_975	-10.5440188241	3.55197146532	6.10290052944	316.96504612	3.96370906967	67.2388691427	174.182010264	62	62	56
2011-04-04_15-19-27_080	-2.66979841441	0.499243215556	-10.9453796407	179.226683051	-9.24858022282	41.0388947354	65.124352367	15	12	7
2011-04-04_15-15-08_854	2.37350549088	3.29890195569	5.437324034	-5.6508369143	-3.93743083584	-48.4444699253	231.360315523	14	14	14
2011-04-04_15-19-41_314	-2.51853452479	-4.18533792213	-10.9832716004	9.96427095238	-7.99388634521	-9.16173062749	15.9407315569	17	12	0
2011-04-04_15-21-18_677	-10.921581278	2.30679838518	1.77670894713	264.892297606	12.4614257247	7.22390330278	5.03253151073e-13	5	0	0
2011-04-04_15-22-22_387	2.2291124016	-0.651171669767	1.05637044591	253.660755273	0.300087751845	2.52115456225	4.1877902171e-13	8	0	0
2011-04-04_15-21-49_787	1.72028570853	-0.87508432635	-2.556608549	312.309252831	4.49890001803	-6.26095124629	4.6736395146	14	1	0
2011-04-04_15-23-41_373	-7.31030234899	-25.3066297033	20.9499602335	176.814491813	-30.3585267406	-91.3561942195	18.8912678936	14	4	1
2011-04-04_15-25-15_579	14.6690401354	-2.17562449803	2.20712116955	263.49287703	-20.3780253603	10.0038590633	5.46555916425	70	7	0
2011-04-04_15-24-03_673	5.55236416051	29.4769313171	-12.0930081597	323.852535158	59.9279814143	-33.9215509042	7.19289916561e-14	16	0	0
2011-04-04_15-25-39_871	5.33503042551	-3.10962054755	-11.6442471493	318.057517857	-5.76506431732	-18.8638815329	21.273808386	14	11	2
2011-04-04_15-25-29_945	17.187317906	-1.18120099961	6.02623915237	261.358231995	22.5403942275	11.9464342846	3.73935633846	37	1	0
2011-04-04_15-26-29_139	7.97776173327	-1.4127265554	4.52317319166	252.632751382	2.56768600146	6.97133182709	15.9346929561	81	56	0
2011-04-04_15-26-15_957	-6.40152087403	2.35931720055	-1.83677874605	214.074858675	10.4559422921	48.1813247895	5.24739056173	18	3	0
2011-04-04_15-27-17_998	12.4654566472	5.06854410438	11.9752491267	227.895196776	21.1434121259	-2.05905146954	2.09544371518	26	0	0
2011-04-04_15-28-22_731	3.53887816856	1.44909737814	0.883777682721	258.694430349	6.04306854636	7.01448739441	17.7915993379	29	16	0
2011-04-04_15-29-47_397	0.470442584052	-9.62814581425	-17.3282629095	10.2643479535	-21.1147189387	6.47938999122	0.0680242276122	19	0	0
2011-04-04_15-30-57_504	-17.6110024973	1.36001886949	18.5099428918	328.362072277	-1.38890354373	106.37972636	5.05350443855	9	0	0
2011-04-04_15-31-05_075	1.55964898726	0.290656715424	-4.8445595275	346.817905428	14.0863909721	2.59885035728	1.29531738415	43	0	0
2011-04-04_15-32-28_500	11.4152373267	16.2913043978	-9.79522069861	336.066640161	43.2779975833	2.04441896007	0.072755315883	24	0	0
2011-04-04_15-32-38_262	6.8626396509	-6.88663763944	-12.7694556269	344.144763862	-4.41082908085	4.75731973897	8.761552952	197	49	2
2011-04-04_15-31-17_618	0.130000610518	-0.517581558773	-5.56661335663	4.75563677547	-2.19110111405	0.711383666173	1.79109362062	39	0	0
2011-04-04_15-33-46_071	14.0044492671	-12.0796207516	-25.4295968289	337.311645168	-13.4900294227	0.870731154597	2.10165167852	102	0	0
2011-04-04_15-35-25_423	1.06591547871	-1.77625042407	-2.97964839907	344.56798902	-8.06519504778	1.52952164932	7.28226626739	25	4	0
2011-04-04_15-34-01_368	-10.2800686911	11.1193832871	2.66209924283	51.5843589335	26.302383207	-163.720634001	95.6036229069	26	26	24
2011-04-04_15-36-35_437	10.6067666719	-2.15972060987	-7.64785942381	134.039557736	7.02370005375	12.8410035484	29.7525371839	28	19	3
2011-04-04_15-36-56_430	-4.37234486069	-4.47137614091	4.6732437583	127.144231937	-33.711521799	-7.04728605341	1.37204241075	16	0	0
2011-04-04_15-37-57_238	5.94378612983	-3.25499685409	-3.87698122214	306.838277377	0.247374341599	-2.02337785915	9.57581891408	42	17	1
2011-04-04_15-39-13_411	1.3608128529	1.17578541442	-2.52041418768	1.95145641333	-11.7380854702	31.5276101531	1.63084391641	29	0	0
2011-04-04_15-38-53_222	-2.53551588509	9.03738705259	4.77844321334	351.379605003	59.7602716211	21.8957187038	2.13677619251e-13	21	0	0
2011-04-04_15-41-06_190	4.23672309021	0.0937174534529	-11.1352019069	346.347800336	16.7149307942	4.38063594833	7.89118465392	15	6	0
2011-04-04_15-41-14_908	-0.436794140439	3.25106366423	-6.88571600408	8.31188022022	16.6160355985	0.310772075604	7.63511088459	61	6	3
2011-04-04_15-40-49_041	11.6290796796	4.6127997619	-9.11455760021	312.434927724	11.1220552698	-2.8236281174	0.592006550862	25	0	0
2011-04-04_15-41-59_491	0.963842757642	1.97281086919	1.39793235542	370.109816585	1.49019341889	39.1441809963	28.3872358452	38	25	9
2011-04-04_15-42-43_581	3.80693925761	0.867437715924	-3.81873530262	315.991985834	14.571808173	-4.24239249827	10.9027242905	46	21	0
2011-04-04_15-42-12_652	1.67315862571	0.435364951397	0.171722395084	-11.5658894851	-25.1539806555	30.82341247	23.7200173327	51	46	7
2011-04-04_15-42-54_643	1.67569491105	-0.328562148425	-6.1920414176	347.106708495	-12.3530425983	0.940004452375	11.26688524	35	18	0
2011-04-04_15-43-17_527	1.23393326936	-3.59203174575	-0.982482242137	0.800862803189	-35.3650599663	22.775155525	28.0658646089	25	19	3
2011-04-04_15-44-07_263	13.3904075867	-0.286797027425	-7.78318691801	307.463341973	6.40124379185	4.06568081493	0.917154455427	29	0	0
2011-04-04_15-45-22_702	7.43426697597	-3.58255590546	-5.10238370354	314.384266566	-13.0540605204	2.50548398854	5.87911483876	44	7	0
2011-04-04_15-44-57_398	11.1725037529	-13.1706690838	5.72772152118	284.408398119	-28.5364219967	40.6894443688	16.8579816535	8	5	0
2011-04-04_15-45-56_207	4.31051181031	-1.74423351537	-4.8949700275	318.896657554	9.16232665746	-0.587599604904	4.4998990101	35	1	0
2011-04-04_15-46-55_124	-3.28687347267	3.27055742384	16.1029742333	321.126231666	13.4480532609	-43.8236435225	29.7145280095	16	16	2
2011-04-04_15-44-25_954	0.428257735161	3.20081573779	6.27806857148	4.03344067806	4.28306387452	-16.7569385783	224.121450905	47	47	46
2011-04-04_15-47-38_651	25.6061812991	-2.59100064351	-12.9871421631	120.425766371	8.57081842209	45.7956847955	21.4644894973	43	23	4
2011-04-04_15-48-20_408	20.7576590548	-18.2342571874	-23.6725284845	318.85952399	-8.82849656634	-2.14168452725	4.16664565603	65	3	0
2011-04-04_15-50-32_242	19.1630133569	5.41640779591	13.3534562434	304.301975454	37.5508332686	-5.61388926509	24.3858805403	31	12	2
2011-04-05_12-21-23_204	5.85279827161	-9.07026020805	-15.4058284196	-1.77020515537	-15.9781085471	10.7474734355	19.6391514715	95	88	0
2011-04-05_12-22-32_580	-0.76281935159	-6.90240830109	-5.56106836202	15.3545978276	-36.4534518021	1.29741679443	7.79388966692	24	5	0
2011-04-04_15-49-49_826	-1.61528332142	-3.30304365308	-3.45049215473	30.6593040984	-14.2584044403	8.01401555359	14.086889344	15	10	0
2011-04-05_12-23-52_682	1.01805190439	-0.214447337549	-2.53385146897	348.169010785	0.437754197369	-0.0227905579693	21.6490711285	223	185	1
2011-04-05_12-25-16_732	4.86733719633	-1.31936281014	-3.09305323171	306.915053884	-0.0502378218283	-1.53784766097	5.54064452569	54	9	0
2011-04-05_12-26-25_665	1.98259978796	2.17119558862	14.5658567878	8.56220658892	0.485340901181	91.0088214165	19.5002947988	40	26	3
2011-04-05_12-26-05_633	-3.80610748125	3.99691168494	11.7034633899	339.940067389	2.56102655382	-65.4197063681	71.2268061774	141	132	65
2011-04-05_12-24-48_713	2.213570958	3.65419104594	15.3638296473	19.2542620951	9.58300370648	-14.1896994701	380.319242274	123	123	123
2011-04-05_12-26-42_402	3.405481014	-0.412262621563	-2.47453932046	314.881263999	4.00643402939	1.72159328763	9.16239307619	149	38	0
