2011-04-04_15-14-52_996	15.5341040775	16.9341702526	1.17497974123	1.0000620102	6.59200837914e-05	5.93312795844e-19
2011-04-04_15-22-22_387	18.3260671787	50.0340851394	1.43468793263	1.00004895214	6.51835299277e-05	3.20464815675e-20
2011-04-04_15-20-49_891	175.042544967	189.537824019	2.78832680758	1.00014291937	7.34606522155e-05	5.01907010207e-19
2011-04-04_15-26-29_139	22.9697505592	0.521254410316	1.01799253557	1.00006351033	6.36636681341e-05	1.24205874597e-18
2011-04-04_15-25-15_579	30.5044946286	9.72257298028	1.56816183225	1.00004499447	3.73692278539e-05	1.31039837661e-18
2011-04-04_15-22-31_544	130.662093545	127.162416661	4.61461352868	1.00088508444	0.000735409165258	4.25739128016e-19
2011-04-04_15-25-39_871	26.4601191245	43.1563212786	1.56674236771	1.00001602832	7.81555952445e-06	4.24223890568e-21
2011-04-04_15-25-29_945	37.3939321743	24.5167137224	5.60561241243	1.00002920768	1.21216723148e-05	5.35924790269e-19
2011-04-04_15-35-25_423	6.56791131755	6.84377179827	1.28900447767	1.00231420504	0.00207630641839	3.19997771965e-18
2011-04-04_15-36-35_437	15.1871985845	36.9903385049	3.01718951156	1.00021345894	0.000219522508876	2.59697757839e-18
2011-04-04_15-30-57_504	55.0933502507	357.166316334	1.28537809096	1.00007131659	6.51350304028e-05	3.49602843663e-19
2011-04-04_15-36-56_430	28.8622544988	17.0730847122	1.95628350686	1.00278428378	0.000333898272042	4.6505686683e-19
2011-04-04_15-31-05_075	6.42795386912	50.409035038	1.04298430931	1.00006792976	6.41343925161e-05	1.12089297967e-18
2011-04-04_15-36-15_712	5.8565028379	5.20615434137	1.3114722656	1.00006533261	5.13146028695e-05	4.93081391431e-19
2011-04-04_15-32-28_500	26.3465016899	39.5179918654	5.08056319878	1.00006156693	5.11584504251e-05	1.84955452995e-19
2011-04-04_15-39-13_411	9.36097395149	4.21574754104	1.66519852558	1.00003725641	1.51081836618e-05	1.77266645506e-19
2011-04-04_15-42-43_581	27.0149072923	17.5767021789	1.0930542472	1.00096895127	0.000958799455942	1.78935271334e-18
2011-04-04_15-41-59_491	20.2903013069	17.4707228195	1.27967026459	1.00002830286	2.42449045876e-05	4.24396711455e-19
2011-04-04_15-37-57_238	26.1514127541	7.82697119666	1.06565028083	1.00050820894	0.000331375865512	1.55476512849e-18
2011-04-04_15-42-12_652	20.3845002713	57.8987637403	1.72125583677	1.00001201739	1.50416956597e-05	6.11124779195e-19
2011-04-04_15-40-49_041	34.0020987322	55.2748157791	1.31687244976	1.00065839549	9.85936143182e-05	2.78953694131e-18
2011-04-04_15-45-22_702	19.6460098258	35.7004696372	1.38207349416	1.00125811532	0.00124735204393	1.99248307537e-18
2011-04-04_15-45-56_207	10.5059821465	49.4039772668	1.15996070544	1.00006576583	6.4808751152e-05	1.28879908567e-22
2011-04-04_15-44-57_398	48.1428747659	24.7532740242	3.02995179078	1.00007767524	5.04074736216e-05	1.44267378858e-18
2011-04-04_15-46-55_124	9.75187951811	8.01318415228	1.09895845435	1.00001617343	1.6771852881e-05	1.2522874907e-18
2011-04-04_15-43-17_527	15.421863141	15.3753260168	1.98881500515	1.00003276772	4.28976072489e-05	4.24181817709e-19
2011-04-04_15-44-25_954	17.991562634	34.6671901917	1.72405999147	1.00002047284	1.14106983591e-05	4.34515368424e-19
2011-04-05_12-26-25_665	23.0660531587	20.8319179537	1.3057148282	1.00008855486	8.04315203816e-05	2.69358877572e-19
2011-04-04_15-49-31_618	8.9878602976	6.75816356119	1.36557306428	1.00004549215	3.73788027985e-05	1.55305520904e-19
2011-04-04_15-50-21_519	52.9087734553	54.1241198953	2.2179787218	1.07386567144	0.0636534021217	1.16536363825e-17
2011-04-05_12-25-16_732	14.159478772	53.5139625402	1.13008056203	1.00003180436	3.19968905653e-05	3.64752728465e-20
2011-04-04_15-50-32_242	27.1065553225	36.2456497784	1.96815329165	1.00157603665	0.00125917430093	4.49352391739e-18
2011-04-04_15-49-49_826	20.0072341504	32.7014765177	3.63677545834	1.00009870117	4.21938077047e-05	1.24785312052e-21
