2011-04-04_14-57-13_794	18.7019023709	22.8183197376	1.03941810903	1.00050692951	0.00047894228971	1.76041103896e-18
2011-04-04_14-58-32_697	31.4121607726	10.3518921283	11.5909625598	1.00000945661	7.85529140782e-07	3.0745852283e-20
2011-04-04_14-59-02_019	24.6125034827	14.4441587563	1.18007182649	1.00002481151	1.95225821949e-05	8.42918956197e-19
2011-04-04_15-03-46_747	15.6406492117	12.3067328037	1.45773304645	1.00004732442	3.37376954007e-05	8.94190896876e-19
2011-04-04_14-59-18_984	31.825949233	27.1093137089	2650.34333117	1.00001634452	9.27840277044e-09	1.85591628943e-18
2011-04-04_15-00-44_995	18.3957108368	43.5739881201	5.01898233586	1.00559816858	0.00388063742727	5.65166990952e-18
2011-04-04_15-00-57_290	108.779975552	112.285369855	18.7217373107	1.00004139884	2.01703087821e-05	1.58026163219e-19
2011-04-04_15-02-39_082	11.0641669377	13.8931341296	1.27216236157	1.00001022765	5.71253197901e-06	2.24433274857e-20
2011-04-04_15-02-57_966	13.2639999867	10.2940749865	1.21563649382	1.00006475997	7.35804060992e-05	7.89262632575e-19
2011-04-04_15-10-56_749	18.3738323461	20.605641109	2.07408921156	1.00242480566	0.00201900190704	1.30254939386e-18
2011-04-04_15-16-08_110	0.720569992719	4.09922103661	1.56377926316	1.0002021632	0.000162414382864	5.89311850231e-19
2011-04-04_15-15-55_363	7.59239354025	14.0595958911	3.64341319798	1.00023193309	0.000384200771611	4.14123340288e-19
2011-04-04_15-10-32_344	94.5490092134	162.057631508	1.88145640906	1.00001507633	1.43473864667e-05	1.15158573348e-19
2011-04-04_15-17-45_763	31.2405133442	33.742163954	3.99929786629	1.06763608224	0.0653507494183	1.10357585749e-17
2011-04-04_15-16-24_729	7.28399646973	3.24413176837	18.6580687004	1.00001652727	2.82379431309e-06	3.65348870481e-20
2011-04-04_15-17-59_975	57.1952330599	38.8453779717	1.51309918033	1.00287782216	0.00278671555815	2.4308587037e-19
2011-04-04_15-18-13_134	31.2751533662	23.7906203266	27.0152843741	1.00000392855	4.1322701752e-05	1.27478680157e-18
2011-04-04_15-19-27_080	21.7707019831	9.87390387215	1.58749554077	1.0000336492	3.0238282672e-05	2.62622056335e-20
2011-04-04_15-19-41_314	20.6384629996	34.2346460989	1.81566118173	1.0316084337	0.00458980601331	1.23669887015e-17
