2011-04-04_14-56-08_926	38.5315408196	5.26468602204	-35.088945877	318.938419358	8.31487508301	15.4060976816	6.85828613082	25	3	0
2011-04-04_14-57-13_794	13.3566069241	-9.81431310563	6.66301404833	443.207878042	25.1821274537	151.176884953	21.2855407012	54	40	2
2011-04-04_14-58-32_697	-20.3775389776	-26.3275153622	7.52152475379	634.277494367	45.0189924577	150.677847979	26.0037995316	52	43	5
2011-04-04_14-59-02_019	-2.43184528116	-6.24240142004	28.0087817032	355.820370241	-7.92033517957	-177.430020716	3.54167286069	54	4	0
2011-04-04_15-03-46_747	0.469982592487	2.36648987489	-2.69070195444	219.26132692	11.9969643785	-45.9663478175	6.33605858218	12	1	0
2011-04-04_14-59-18_984	42.0488817469	-23.263184373	-6.05023406258	110.843433319	25.9244770288	28.820384348	55.4731760991	254	252	139
2011-04-04_15-00-44_995	0.35153198451	-0.0649191407015	-0.399819161303	342.506781847	-8.74461563563	3.12764443453	0.494698046812	39	0	0
2011-04-04_15-02-39_082	-2.76581259333	4.25359152648	2.45635827057	425.380033495	140.56999737	100.617210756	2.65459468851	14	0	0
2011-04-04_15-02-57_966	-4.53006482496	-6.47867307991	-0.16765572962	94.2719541806	-34.120077411	-0.0288355782153	3.40712724352	42	3	0
2011-04-04_15-05-15_984	5.43980049464	-0.278648638314	9.36887013565	35.0246442027	13.0375098924	-1.03665107568	0.379462414857	19	0	0
2011-04-04_15-06-37_147	-1.19181023586	3.91476365669	2.11784388189	319.21809878	-11.7220453679	147.507073938	41.9846796055	25	25	9
2011-04-04_15-06-48_388	1.56754481166	-2.73618634323	-2.99669337269	336.534207538	-16.3557929255	4.09126168418	2.95576086443e-13	11	0	0
2011-04-04_15-09-15_376	7.73694941009	-7.4485563875	-7.21974954846	313.14380044	-14.8011092874	-0.980292954174	13.9107294944	34	20	0
2011-04-04_15-09-38_802	2.14777656019	-1.10333046396	-3.45182380167	336.781800061	-3.11693677067	1.16309217385	5.74491296395	136	16	1
2011-04-04_15-04-17_725	-9.09249615213	3.38084124529	-0.926474803068	277.816027508	-1.40387348824	53.2021873579	323.744641543	90	90	90
2011-04-04_15-06-58_888	-53.3111859873	-474.072010338	-76.0683050829	317.067796834	114.054088977	264.079093988	25.6673647511	36	27	1
2011-04-04_15-09-59_560	-8.74908360387	-0.773820300877	-12.6167510117	23.6418024544	16.8074669583	-21.2706224745	12.4614330283	56	25	0
2011-04-04_15-10-56_749	2.27689284749	0.0613759528756	-3.82307747121	316.856766572	14.4442144464	-1.76252558173	11.502688947	40	12	0
2011-04-04_15-12-44_816	0.108664494278	-2.5626426305	-2.45786342524	6.52143556027	-23.791804748	4.55444090343	13.0257784336	70	50	0
2011-04-04_15-14-40_829	9.08548600967	-2.41932790101	-4.51620248545	307.536256506	-7.46827476579	5.29674514829	8.63824936967	34	13	0
2011-04-04_15-15-55_363	9.72319668361	4.08136402868	-7.81731544207	311.303114383	33.0824754058	-2.0704206733	9.32985598002	36	11	0
2011-04-04_15-16-08_110	1.1581788731	0.012415266146	-3.45737465294	343.639502982	3.39067727822	-0.0139876643729	18.6009077965	53	35	0
2011-04-04_15-16-24_729	-3.09075515534	5.23152714882	-6.20861193732	20.581532455	7.22101287505	4.67696930937	58.2431060372	21	19	16
2011-04-04_15-14-52_996	-0.854140083787	2.71148049743	5.96647136861	326.821222911	5.98751938081	27.850783283	4.97673855138e-13	9	0	0
2011-04-04_15-17-59_975	39.4737551622	7.07197694486	-0.803956241676	282.754449425	-9.03578255253	134.944885336	97.0369914935	53	53	39
2011-04-04_15-19-27_080	10.1316154816	6.88737955255	5.27005464803	280.39710305	193.24827242	92.8241625823	6.74756898176	12	2	0
2011-04-04_15-19-11_784	10.1515185851	-13.228935922	-12.9089431815	301.479890197	-11.0615692968	74.9461038972	4.324949378e-13	3	0	0
2011-04-04_15-18-13_134	-43.8145994444	-24.0667450901	-54.8887245614	1310.78067406	721.488840465	-957.981739805	77.494213524	13	13	5
2011-04-04_15-15-08_854	-0.70558570887	-4.61981377813	-4.51713430347	9.92964676385	-34.0693128438	7.78029699557	2.40407030524	11	0	0
2011-04-04_15-19-41_314	-0.218217342342	2.52956066412	8.89124152697	9.93572612568	23.9443151493	18.730695665	207.250851294	16	16	16
2011-04-04_15-22-22_387	2.2291124016	-0.651171669767	1.05637044591	253.660755273	0.300087751845	2.52115456225	5.27831746565e-14	7	0	0
