2011-04-04_14-56-08_926	57.9546928156	-3.48493241134	22.4125178854	262.630337858	4.16671096048	-12.2731924516	8.09531156666	20	42.3997650641	52	2
2011-04-04_14-57-13_794	2.51100602197	-5.82258217414	-6.36773274635	348.83989523	-23.8384946673	0.998405220264	5.59744595787	27	13.0005178682	39	1
2011-04-04_14-59-02_019	-4.36011317925	3.31839802711	-9.38339283825	371.859194372	36.3785384492	7.06635435084	2.12957694354	21	11.1173984571	30	1
2011-04-04_14-58-32_697	-0.141676622965	10.3432378093	5.70451222421	312.45621271	69.4292996785	31.632940483	10.2153951825	13	48.3980196925	37	3
2011-04-04_15-00-44_995	0.305431891825	-0.0279464547215	-0.394866164822	342.613629518	-8.17000567157	1.53850790144	0.757853081922	25	4.68881689129	26	1
2011-04-04_15-02-57_966	-3.4944435833	-1.25747208016	-0.903263507763	89.7287398573	-18.2968369475	7.6114855096	1.42852741254	17	4.48130419491	19	1
2011-04-04_15-03-46_747	3.77506570716	3.54402090692	14.1637181781	215.674112995	14.8924286227	21.9049318258	48.0448379975	16	48.0448379975	16	0
2011-04-04_15-04-17_725	0.10806948334	-0.321328202253	0.423961331709	271.000309985	-18.2975583178	7.28728817945	2.4116855793	38	9.343312547	51	1
2011-04-04_15-05-15_984	5.48612465758	-0.744376764793	8.34898894858	34.5153528383	12.7910299143	-2.40978592693	0.439068301754	7	0.439068301754	7	1
2011-04-04_15-02-39_082	-0.462531303008	2.01239448066	-2.06202229437	320.4350861	-2.65429383259	-20.6033966578	147.750248717	32	147.750248717	32	0
2011-04-04_15-06-48_388	1.57878800084	-2.92148726977	-2.85795330472	336.188607947	-17.0473544334	4.30631672785	0.649109882219	6	12.7561208245	7	1
2011-04-04_15-09-38_802	2.83012784314	-0.7371307608	-4.87726232099	337.102841874	-1.20976363333	0.42912216476	1.69461424343	56	9.24258214101	79	1
2011-04-04_15-09-15_376	8.95753492039	-0.0410147463037	-6.20849717625	309.903142558	-0.071357888861	2.1635930846	5.32394771848	20	29.9528022085	31	2
2011-04-04_15-06-58_888	0.65287904339	0.0131217441355	0.090308764715	53.8484930945	13.2593186938	186.119880368	3.13709630935	15	142.069883537	21	1
2011-04-04_15-06-37_147	5.41435109421	29.0044537341	-30.974159967	361.789161094	32.1287791626	70.7180199011	159.149592524	52	159.149592524	52	0
2011-04-04_15-09-59_560	-3.88130407304	-6.22171434063	-14.682949358	18.3137094448	5.98033745258	-0.982530685914	6.33300809004	11	20.2030983221	19	2
2011-04-04_15-10-56_749	4.77646945146	-1.73417446105	-4.40673385538	313.447881683	10.4738839371	-1.94786126579	2.13513462127	17	8.78001010904	24	1
2011-04-04_14-59-18_984	-25.1419702172	23.5980321146	26.6322821153	-29.5027531832	130.1933733	-154.040621222	8.92898115561	21	79.5150039886	206	2
2011-04-04_15-14-40_829	7.23007195497	-1.83119170558	-6.29330189827	314.060726167	-5.80767760441	-2.0685667474	3.31751315128	14	11.4593619552	20	1
2011-04-04_15-12-44_816	-0.000306726557416	-1.79559004801	-1.37366616776	7.80667653323	-24.0329655995	5.05381660771	4.51380329895	33	19.2377860473	52	2
2011-04-04_15-15-55_363	5.41921467559	0.222877178459	-2.07029376301	307.306178151	28.767604869	-2.2367101948	2.46144053617	7	3.82956722304	8	1
2011-04-04_15-16-08_110	2.12759732109	-3.50615088206	-5.65490512805	343.546892176	-7.35951952999	0.498553278799	4.1561552124	15	14.9666775828	24	2
2011-04-04_15-14-52_996	2.81537647985	0.358521581645	-3.49625459714	339.596450791	4.59993452625	4.02768423007	4.62896469788	7	9.78053723016	10	1
2011-04-04_15-19-11_784	4.52364517706	6.01368502645	-9.04519614919	307.564271063	11.5039006158	7.94947607021	1.82256494624	4	1.82256494624	4	1
2011-04-04_15-16-24_729	6.25758309224	24.4803762811	-19.2896987431	-4.93374469457	47.0047250917	-78.1532152654	113.269656104	29	113.269656104	29	0
2011-04-04_15-19-41_314	0.415352605116	1.61956226876	-3.70137897346	0.600749654765	6.3986861786	-1.21244606184	6.11890509237	7	23.1049551814	10	1
2011-04-04_15-18-13_134	-3.46775069807	8.5027985818	-4.64360332016	41.1236996416	21.3227088965	88.3117123092	139.414734903	31	139.414734903	31	0
2011-04-04_15-15-08_854	-0.589213290218	7.81829025857	-4.19494334462	12.3590507786	24.5269788482	-26.5782012642	168.402423726	44	168.402423726	44	0
