2011-10-28_11-51-29_558	0.0174887730005	0.0526315789474	48.40625
2011-10-28_11-54-24_330	0.0146092121628	0.217537942664	49.20312
2011-10-28_11-51-29_558	0.0171936506051	0.0598086124402	43.40625
2011-10-28_11-56-53_831	0.0153281768331	0.226890756303	57.1875
2011-10-28_11-56-57_871	0.0162048661748	0.237430167598	53.65625
2011-10-28_11-55-43_140	0.0206553496589	0.078187250996	36.79687
2011-10-28_11-51-29_558	0.0168383820296	0.0622009569378	38.40625
2011-10-28_11-54-24_330	0.01341247909	0.221753794266	44.20312
2011-10-28_11-56-53_831	0.0152093761268	0.258823529412	52.1875
2011-10-28_11-56-05_366	0.0161018349707	0.0968218773097	47.3125
2011-10-28_11-51-29_558	0.0164285260212	0.061004784689	33.40625
2011-10-28_11-56-57_871	0.0170592027374	0.276536312849	48.65625
2011-10-28_11-57-59_152	0.0140697447533	0.200620475698	38.3125
2011-10-28_11-56-53_831	0.014184038269	0.257142857143	47.1875
2011-10-28_11-51-29_558	0.017873581344	0.049043062201	28.40625
2011-10-28_11-54-24_330	0.0134019981168	0.223440134907	39.20312
2011-10-28_11-56-57_871	0.0157904375946	0.276536312849	43.65625
2011-10-28_11-55-43_140	0.0162203340638	0.129482071713	31.79687
2011-10-28_11-57-59_152	0.0132521124653	0.207859358842	33.3125
2011-10-28_11-56-53_831	0.0122920665156	0.310924369748	42.1875
2011-10-28_11-58-04_254	0.0162961625758	0.107966457023	31.65625
2011-10-28_11-56-05_366	0.018231902611	0.142645971914	42.3125
2011-10-28_11-51-29_558	0.0177604884332	0.0538277511962	23.40625
2011-10-28_11-56-57_871	0.0151952182249	0.283519553073	38.65625
2011-10-28_11-56-53_831	0.0122300499757	0.314285714286	37.1875
2011-10-28_11-57-59_152	0.0121723154878	0.213029989659	28.3125
2011-10-28_11-58-04_254	0.0175484263764	0.109014675052	26.65625
2011-10-28_11-54-24_330	0.0117588248094	0.232715008432	34.20312
2011-10-28_11-51-29_558	0.0163804808722	0.0586124401914	18.40625
2011-10-28_11-56-53_831	0.0130894607684	0.319327731092	32.1875
2011-10-28_11-55-43_140	0.0175517335044	0.154880478088	26.79687
2011-10-28_11-56-05_366	0.0150602873182	0.161862527716	37.3125
2011-10-28_11-56-57_871	0.0148859473672	0.29748603352	33.65625
2011-10-28_11-57-59_152	0.0127913883708	0.232678386763	23.3125
2011-10-28_11-58-04_254	0.0164022514994	0.114255765199	21.65625
